151 1 0.000000
151 2 0.000000
151 3 0.000000
151 4 0.000000
151 5 0.000000
151 6 0.000000
151 7 0.000000
151 8 0.000000
151 9 0.000000
151 10 0.000000
151 11 0.000000
151 12 0.000000
151 13 0.000000
151 14 0.000000
151 15 0.000000
151 16 0.000000
151 17 0.000000
151 18 0.000000
151 19 0.000000
151 20 0.000000
151 21 0.000000
151 22 0.000000
151 23 0.000000
151 24 0.000000
151 25 0.000000
152 1 0.000000
152 2 0.000000
152 3 0.000000
152 4 0.000000
152 5 0.000000
152 6 0.000000
152 7 0.000000
152 8 0.000000
152 9 0.000000
152 10 0.000000
152 11 0.000000
152 12 0.000000
152 13 0.000000
152 14 0.000000
152 15 0.000000
152 16 0.000000
152 17 0.000000
152 18 0.000000
152 19 0.000000
152 20 0.000000
152 21 0.000000
152 22 0.000000
152 23 0.000000
152 24 0.000000
152 25 0.000000
153 1 0.000000
153 2 0.000000
153 3 0.000000
153 4 0.000000
153 5 0.000000
153 6 0.000000
153 7 0.000000
153 8 0.000000
153 9 0.000000
153 10 0.000000
153 11 0.000000
153 12 0.000000
153 13 0.000000
153 14 0.000000
153 15 0.000000
153 16 0.000000
153 17 0.000000
153 18 0.000000
153 19 0.000000
153 20 0.000000
153 21 0.000000
153 22 0.000000
153 23 0.000000
153 24 0.000000
153 25 0.000000
154 1 0.000000
154 2 0.000000
154 3 0.000000
154 4 0.000000
154 5 0.000000
154 6 0.000000
154 7 0.000000
154 8 0.000000
154 9 0.000000
154 10 0.000000
154 11 0.000000
154 12 0.000000
154 13 0.000000
154 14 0.000000
154 15 0.000000
154 16 0.000000
154 17 0.000000
154 18 0.000000
154 19 0.000000
154 20 0.000000
154 21 0.000000
154 22 0.000000
154 23 0.000000
154 24 0.000000
154 25 0.000000
155 1 0.000000
155 2 0.000000
155 3 0.000000
155 4 0.000000
155 5 0.000000
155 6 0.000000
155 7 0.000000
155 8 0.000000
155 9 0.000000
155 10 0.000000
155 11 0.000000
155 12 0.000000
155 13 0.000000
155 14 0.000000
155 15 0.000000
155 16 0.000000
155 17 0.000000
155 18 0.000000
155 19 0.000000
155 20 0.000000
155 21 0.000000
155 22 0.000000
155 23 0.000000
155 24 0.000000
155 25 0.000000
156 1 0.000000
156 2 0.000000
156 3 0.000000
156 4 0.000000
156 5 0.000000
156 6 0.000000
156 7 0.000000
156 8 0.000000
156 9 0.000000
156 10 0.000000
156 11 0.000000
156 12 0.000000
156 13 0.000000
156 14 0.000000
156 15 0.000000
156 16 0.000000
156 17 0.000000
156 18 0.000000
156 19 0.000000
156 20 0.000000
156 21 0.000000
156 22 0.000000
156 23 0.000000
156 24 0.000000
156 25 0.000000
157 1 0.000000
157 2 0.000000
157 3 0.000000
157 4 0.000000
157 5 0.000000
157 6 0.000000
157 7 0.000000
157 8 0.000000
157 9 0.000000
157 10 0.000000
157 11 0.000000
157 12 0.000000
157 13 0.000000
157 14 0.000000
157 15 0.000000
157 16 0.000000
157 17 0.000000
157 18 0.000000
157 19 0.000000
157 20 0.000000
157 21 0.000000
157 22 0.000000
157 23 0.000000
157 24 0.000000
157 25 0.000000
158 1 0.000000
158 2 0.000000
158 3 0.000000
158 4 0.000000
158 5 0.000000
158 6 0.000000
158 7 0.000000
158 8 0.000000
158 9 0.000000
158 10 0.000000
158 11 0.000000
158 12 0.000000
158 13 0.000000
158 14 0.000000
158 15 0.000000
158 16 0.000000
158 17 0.000000
158 18 0.000000
158 19 0.000000
158 20 0.000000
158 21 0.000000
158 22 0.000000
158 23 0.000000
158 24 0.000000
158 25 0.000000
159 1 0.000000
159 2 0.000000
159 3 0.000000
159 4 0.000000
