176 176 0.000000
176 177 0.000000
176 178 0.000000
176 179 0.000000
176 180 0.000000
176 181 0.000000
176 182 0.000000
176 183 0.000000
176 184 0.000000
176 185 0.000000
176 186 0.000000
176 187 0.000000
176 188 0.000000
176 189 0.000000
176 190 0.000000
176 191 0.000000
176 192 0.000000
176 193 0.000000
176 194 0.000000
176 195 0.000000
176 196 0.000000
176 197 0.000000
176 198 0.000000
176 199 0.000000
176 200 0.000000
177 176 0.000000
177 177 0.000000
177 178 0.000000
177 179 0.000000
177 180 0.000000
177 181 0.000000
177 182 0.000000
177 183 0.000000
177 184 0.000000
177 185 0.000000
177 186 0.000000
177 187 0.000000
177 188 0.000000
177 189 0.000000
177 190 0.000000
177 191 0.000000
177 192 0.000000
177 193 0.000000
177 194 0.000000
177 195 0.000000
177 196 0.000000
177 197 0.000000
177 198 0.000000
177 199 0.000000
177 200 0.000000
178 176 0.000000
178 177 0.000000
178 178 0.000000
178 179 0.000000
178 180 0.000000
178 181 0.000000
178 182 0.000000
178 183 0.000000
178 184 0.000000
178 185 0.000000
178 186 0.000000
178 187 0.000000
178 188 0.000000
178 189 0.000000
178 190 0.000000
178 191 0.000000
178 192 0.000000
178 193 0.000000
178 194 0.000000
178 195 0.000000
178 196 0.000000
178 197 0.000000
178 198 0.000000
178 199 0.000000
178 200 0.000000
179 176 0.000000
179 177 0.000000
179 178 0.000000
179 179 0.000000
179 180 0.000000
179 181 0.000000
179 182 0.000000
179 183 0.000000
179 184 0.000000
179 185 0.000000
179 186 0.000000
179 187 0.000000
179 188 0.000000
179 189 0.000000
179 190 0.000000
179 191 0.000000
179 192 0.000000
179 193 0.000000
179 194 0.000000
179 195 0.000000
179 196 0.000000
179 197 0.000000
179 198 0.000000
179 199 0.000000
179 200 0.000000
180 176 0.000000
180 177 0.000000
180 178 0.000000
180 179 0.000000
180 180 0.000000
180 181 0.000000
180 182 0.000000
180 183 0.000000
180 184 0.000000
180 185 0.000000
180 186 0.000000
180 187 0.000000
180 188 0.000000
180 189 0.000000
180 190 0.000000
180 191 0.000000
180 192 0.000000
180 193 0.000000
180 194 0.000000
180 195 0.000000
180 196 0.000000
180 197 0.000000
180 198 0.000000
180 199 0.000000
180 200 0.000000
181 176 0.000000
181 177 0.000000
181 178 0.000000
181 179 0.000000
181 180 0.000000
181 181 0.000000
181 182 0.000000
181 183 0.000000
181 184 0.000000
181 185 0.000000
181 186 0.000000
181 187 0.000000
181 188 0.000000
181 189 0.000000
181 190 0.000000
181 191 0.000000
181 192 0.000000
181 193 0.000000
181 194 0.000000
181 195 0.000000
181 196 0.000000
181 197 0.000000
181 198 0.000000
181 199 0.000000
181 200 0.000000
182 176 0.000000
182 177 0.000000
182 178 0.000000
182 179 0.000000
182 180 0.000000
182 181 0.000000
182 182 0.000000
182 183 0.000000
182 184 0.000000
182 185 0.000000
182 186 0.000000
182 187 0.000000
182 188 0.000000
182 189 0.000000
182 190 0.000000
182 191 0.000000
182 192 0.000000
182 193 0.000000
182 194 0.000000
182 195 0.000000
182 196 0.000000
182 197 0.000000
182 198 0.000000
182 199 0.000000
182 200 0.000000
183 176 0.000000
183 177 0.000000
183 178 0.000000
183 179 0.000000
183 180 0.000000
183 181 0.000000
183 182 0.000000
183 183 0.000000
183 184 0.000000
183 185 0.000000
183 186 0.000000
183 187 0.000000
183 188 0.000000
183 189 0.000000
183 190 0.000000
183 191 0.000000
183 192 0.000000
183 193 0.000000
183 194 0.000000
183 195 0.000000
183 196 0.000000
183 197 0.000000
183 198 0.000000
183 199 0.000000
183 200 0.000000
